id,comments,created_at,description,descriptors,is_deprecated,label,name,properties,provider,type,updated_at,url,version,user_id,release_date
model_e05e18cd-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:18,"Gemini 2.0 Flash Lite is a lightweight, fast model for efficient processing.","{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""The seed for the model."", ""defaultValue"": null}, ""top_k"": {""key"": ""top_k"", ""type"": ""INTEGER"", ""label"": ""Top K"", ""maxValue"": 100, ""minValue"": 1, ""description"": ""The top K for the model."", ""defaultValue"": 1}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1, ""minValue"": 0, ""description"": ""The top P for the model."", ""defaultValue"": 0.95}, ""log_probs"": {""key"": ""log_probs"", ""type"": ""INTEGER"", ""label"": ""Log Probs"", ""maxValue"": 5, ""minValue"": 1, ""description"": ""This sets the number of top logprobs to return at each decoding step."", ""defaultValue"": null}, ""max_tokens"": {""key"": ""max_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 65535, ""minValue"": 1, ""description"": ""The max output tokens for the model."", ""defaultValue"": 65535}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2, ""minValue"": 0, ""description"": ""The temperature for the model."", ""defaultValue"": 1}, ""presence_penalty"": {""key"": ""presence_penalty"", ""type"": ""DOUBLE"", ""label"": ""Presence Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The presence penalty for the model."", ""defaultValue"": 0}, ""frequency_penalty"": {""key"": ""frequency_penalty"", ""type"": ""DOUBLE"", ""label"": ""Frequency Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The frequency penalty for the model."", ""defaultValue"": 0}, ""response_log_probs"": {""key"": ""response_log_probs"", ""type"": ""BOOLEAN"", ""label"": ""Response Log Probs"", ""maxValue"": null, ""minValue"": null, ""description"": ""Optional. If true, export the logprobs results in response."", ""defaultValue"": null}}",1,Gemini 2.0 Flash-Lite,gemini-2.0-flash-lite,"{""top_p"": 0.95, ""max_tokens"": 8192, ""temperature"": 1.0}",GOOGLE,SYSTEM,2025-10-21 06:19:18,https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash-lite:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-12-01 00:00:00
model_e05fcd85-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:18,"Preview release (April 17th, 2025) of Gemini 2.5 Flash","{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""The seed for the model."", ""defaultValue"": null}, ""top_k"": {""key"": ""top_k"", ""type"": ""INTEGER"", ""label"": ""Top K"", ""maxValue"": 100, ""minValue"": 1, ""description"": ""The top K for the model."", ""defaultValue"": 1}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1, ""minValue"": 0, ""description"": ""The top P for the model."", ""defaultValue"": 0.95}, ""log_probs"": {""key"": ""log_probs"", ""type"": ""INTEGER"", ""label"": ""Log Probs"", ""maxValue"": 5, ""minValue"": 1, ""description"": ""This sets the number of top logprobs to return at each decoding step."", ""defaultValue"": null}, ""max_tokens"": {""key"": ""max_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 65535, ""minValue"": 1, ""description"": ""The max output tokens for the model."", ""defaultValue"": 65535}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2, ""minValue"": 0, ""description"": ""The temperature for the model."", ""defaultValue"": 1}, ""presence_penalty"": {""key"": ""presence_penalty"", ""type"": ""DOUBLE"", ""label"": ""Presence Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The presence penalty for the model."", ""defaultValue"": 0}, ""frequency_penalty"": {""key"": ""frequency_penalty"", ""type"": ""DOUBLE"", ""label"": ""Frequency Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The frequency penalty for the model."", ""defaultValue"": 0}, ""response_log_probs"": {""key"": ""response_log_probs"", ""type"": ""BOOLEAN"", ""label"": ""Response Log Probs"", ""maxValue"": null, ""minValue"": null, ""description"": ""Optional. If true, export the logprobs results in response."", ""defaultValue"": null}}",1,Gemini 2.0 Flash Thinking Experimental,gemini-2.0-flash-thinking-exp,"{""top_p"": 0.95, ""max_tokens"": 8192, ""temperature"": 1.0}",GOOGLE,SYSTEM,2025-10-21 06:19:18,https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash-thinking-exp:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2025-04-17 00:00:00
model_e061a42c-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:18,"Gemini 2.0 Flash is a fast, efficient model that excels across diverse tasks.","{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""The seed for the model."", ""defaultValue"": null}, ""top_k"": {""key"": ""top_k"", ""type"": ""INTEGER"", ""label"": ""Top K"", ""maxValue"": 100, ""minValue"": 1, ""description"": ""The top K for the model."", ""defaultValue"": 1}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1, ""minValue"": 0, ""description"": ""The top P for the model."", ""defaultValue"": 0.95}, ""log_probs"": {""key"": ""log_probs"", ""type"": ""INTEGER"", ""label"": ""Log Probs"", ""maxValue"": 5, ""minValue"": 1, ""description"": ""This sets the number of top logprobs to return at each decoding step."", ""defaultValue"": null}, ""max_tokens"": {""key"": ""max_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 65535, ""minValue"": 1, ""description"": ""The max output tokens for the model."", ""defaultValue"": 65535}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2, ""minValue"": 0, ""description"": ""The temperature for the model."", ""defaultValue"": 1}, ""presence_penalty"": {""key"": ""presence_penalty"", ""type"": ""DOUBLE"", ""label"": ""Presence Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The presence penalty for the model."", ""defaultValue"": 0}, ""frequency_penalty"": {""key"": ""frequency_penalty"", ""type"": ""DOUBLE"", ""label"": ""Frequency Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The frequency penalty for the model."", ""defaultValue"": 0}, ""response_log_probs"": {""key"": ""response_log_probs"", ""type"": ""BOOLEAN"", ""label"": ""Response Log Probs"", ""maxValue"": null, ""minValue"": null, ""description"": ""Optional. If true, export the logprobs results in response."", ""defaultValue"": null}}",1,Gemini 2.0 Flash,gemini-2.0-flash,"{""top_p"": 0.95, ""max_tokens"": 8192, ""temperature"": 1.0}",GOOGLE,SYSTEM,2025-10-21 06:19:18,https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-12-01 00:00:00
model_e0689285-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:18,"Latest release of Gemini Flash. Fast and efficient multimodal model for text, code, and reasoning.","{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""The seed for the model."", ""defaultValue"": null}, ""top_k"": {""key"": ""top_k"", ""type"": ""INTEGER"", ""label"": ""Top K"", ""maxValue"": 100, ""minValue"": 1, ""description"": ""The top K for the model."", ""defaultValue"": 1}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1, ""minValue"": 0, ""description"": ""The top P for the model."", ""defaultValue"": 0.95}, ""log_probs"": {""key"": ""log_probs"", ""type"": ""INTEGER"", ""label"": ""Log Probs"", ""maxValue"": 5, ""minValue"": 1, ""description"": ""This sets the number of top logprobs to return at each decoding step."", ""defaultValue"": null}, ""max_tokens"": {""key"": ""max_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 65535, ""minValue"": 1, ""description"": ""The max output tokens for the model."", ""defaultValue"": 65535}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2, ""minValue"": 0, ""description"": ""The temperature for the model."", ""defaultValue"": 1}, ""presence_penalty"": {""key"": ""presence_penalty"", ""type"": ""DOUBLE"", ""label"": ""Presence Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The presence penalty for the model."", ""defaultValue"": 0}, ""frequency_penalty"": {""key"": ""frequency_penalty"", ""type"": ""DOUBLE"", ""label"": ""Frequency Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The frequency penalty for the model."", ""defaultValue"": 0}, ""response_log_probs"": {""key"": ""response_log_probs"", ""type"": ""BOOLEAN"", ""label"": ""Response Log Probs"", ""maxValue"": null, ""minValue"": null, ""description"": ""Optional. If true, export the logprobs results in response."", ""defaultValue"": null}}",0,Gemini Flash Latest,gemini-flash-latest,"{""top_p"": 0.95, ""max_tokens"": 8192, ""temperature"": 1.0}",GOOGLE,SYSTEM,2025-10-21 06:19:18,https://generativelanguage.googleapis.com/v1beta/models/gemini-flash-latest:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2025-06-17 00:00:00
model_e06fbdb4-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:18,"Latest release of Gemini Pro. Most advanced reasoning Gemini model, capable of solving complex problems.","{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""The seed for the model."", ""defaultValue"": null}, ""top_k"": {""key"": ""top_k"", ""type"": ""INTEGER"", ""label"": ""Top K"", ""maxValue"": 100, ""minValue"": 1, ""description"": ""The top K for the model."", ""defaultValue"": 1}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1, ""minValue"": 0, ""description"": ""The top P for the model."", ""defaultValue"": 0.95}, ""log_probs"": {""key"": ""log_probs"", ""type"": ""INTEGER"", ""label"": ""Log Probs"", ""maxValue"": 5, ""minValue"": 1, ""description"": ""This sets the number of top logprobs to return at each decoding step."", ""defaultValue"": null}, ""max_tokens"": {""key"": ""max_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 65535, ""minValue"": 1, ""description"": ""The max output tokens for the model."", ""defaultValue"": 65535}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2, ""minValue"": 0, ""description"": ""The temperature for the model."", ""defaultValue"": 1}, ""presence_penalty"": {""key"": ""presence_penalty"", ""type"": ""DOUBLE"", ""label"": ""Presence Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The presence penalty for the model."", ""defaultValue"": 0}, ""frequency_penalty"": {""key"": ""frequency_penalty"", ""type"": ""DOUBLE"", ""label"": ""Frequency Penalty"", ""maxValue"": null, ""minValue"": null, ""description"": ""The frequency penalty for the model."", ""defaultValue"": 0}, ""response_log_probs"": {""key"": ""response_log_probs"", ""type"": ""BOOLEAN"", ""label"": ""Response Log Probs"", ""maxValue"": null, ""minValue"": null, ""description"": ""Optional. If true, export the logprobs results in response."", ""defaultValue"": null}}",0,Gemini Pro Latest,gemini-pro-latest,"{""top_p"": 0.95, ""max_tokens"": 8192, ""temperature"": 1.0}",GOOGLE,SYSTEM,2025-10-21 06:19:18,https://generativelanguage.googleapis.com/v1beta/models/gemini-pro-latest:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2025-06-17 00:00:00
model_e071774a-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:18,Gemma 3 12B,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for the model."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Top P for the model."", ""defaultValue"": 0.95}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2.0, ""minValue"": 0.0, ""description"": ""Temperature for the model."", ""defaultValue"": 1.0}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Stop Sequences for the model."", ""defaultValue"": null}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 8192, ""minValue"": 1, ""description"": ""Max Output Tokens for the model."", ""defaultValue"": 8192}}",1,Gemma 3 12B,gemma-3-12b-it,"{""seed"": null, ""top_p"": 0.95, ""temperature"": 1.0, ""stop_sequences"": [], ""max_output_tokens"": 8192}",GOOGLE,SYSTEM,2025-10-21 06:19:18,https://generativelanguage.googleapis.com/v1beta/models/gemma-3-12b-it:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-06-01 00:00:00
model_e0735c1d-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Gemma 3 1B,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for the model."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Top P for the model."", ""defaultValue"": 0.95}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2.0, ""minValue"": 0.0, ""description"": ""Temperature for the model."", ""defaultValue"": 1.0}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Stop Sequences for the model."", ""defaultValue"": null}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 8192, ""minValue"": 1, ""description"": ""Max Output Tokens for the model."", ""defaultValue"": 8192}}",1,Gemma 3 1B,gemma-3-1b-it,"{""seed"": null, ""top_p"": 0.95, ""temperature"": 1.0, ""stop_sequences"": [], ""max_output_tokens"": 8192}",GOOGLE,SYSTEM,2025-10-21 06:19:19,https://generativelanguage.googleapis.com/v1beta/models/gemma-3-1b-it:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-06-01 00:00:00
model_e0752adb-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Gemma 3 27B,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for the model."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Top P for the model."", ""defaultValue"": 0.95}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2.0, ""minValue"": 0.0, ""description"": ""Temperature for the model."", ""defaultValue"": 1.0}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Stop Sequences for the model."", ""defaultValue"": null}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 8192, ""minValue"": 1, ""description"": ""Max Output Tokens for the model."", ""defaultValue"": 8192}}",1,Gemma 3 27B,gemma-3-27b-it,"{""seed"": null, ""top_p"": 0.95, ""temperature"": 1.0, ""stop_sequences"": [], ""max_output_tokens"": 8192}",GOOGLE,SYSTEM,2025-10-21 06:19:19,https://generativelanguage.googleapis.com/v1beta/models/gemma-3-27b-it:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-06-01 00:00:00
model_e076e1bb-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Gemma 3 4B,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for the model."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Top P for the model."", ""defaultValue"": 0.95}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2.0, ""minValue"": 0.0, ""description"": ""Temperature for the model."", ""defaultValue"": 1.0}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Stop Sequences for the model."", ""defaultValue"": null}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 8192, ""minValue"": 1, ""description"": ""Max Output Tokens for the model."", ""defaultValue"": 8192}}",1,Gemma 3 4B,gemma-3-4b-it,"{""seed"": null, ""top_p"": 0.95, ""temperature"": 1.0, ""stop_sequences"": [], ""max_output_tokens"": 8192}",GOOGLE,SYSTEM,2025-10-21 06:19:19,https://generativelanguage.googleapis.com/v1beta/models/gemma-3-4b-it:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-06-01 00:00:00
model_e078ebc5-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Gemma 3n e4B,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for the model."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Top P for the model."", ""defaultValue"": 0.95}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2.0, ""minValue"": 0.0, ""description"": ""Temperature for the model."", ""defaultValue"": 1.0}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Stop Sequences for the model."", ""defaultValue"": null}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 8192, ""minValue"": 1, ""description"": ""Max Output Tokens for the model."", ""defaultValue"": 8192}}",1,Gemma 3n e4B,gemma-3n-e4b-it,"{""seed"": null, ""top_p"": 0.95, ""temperature"": 1.0, ""stop_sequences"": [], ""max_output_tokens"": 8192}",GOOGLE,SYSTEM,2025-10-21 06:19:19,https://generativelanguage.googleapis.com/v1beta/models/gemma-3n-e4b-it:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-06-01 00:00:00
model_e07b1068-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,"Experimental version of LearnLM 2.0 Flash, designed for educational applications.","{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for the model."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Top P for the model."", ""defaultValue"": 0.95}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 2.0, ""minValue"": 0.0, ""description"": ""Temperature for the model."", ""defaultValue"": 1.0}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Stop Sequences for the model."", ""defaultValue"": null}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Output Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Max Output Tokens for the model."", ""defaultValue"": 32768}}",1,LearnLM 2.0 Flash Experimental,learnlm-2.0-flash-experimental,"{""seed"": null, ""top_p"": 0.95, ""temperature"": 1.0, ""stop_sequences"": [], ""max_output_tokens"": 32768}",GOOGLE,SYSTEM,2025-10-21 06:19:19,https://generativelanguage.googleapis.com/v1beta/models/learnlm-2.0-flash-experimental:generateContent,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-11-01 00:00:00
model_e07ce590-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official codestral-2405 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Codestral 2405,codestral-2405,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e07ef16d-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official codestral-2501 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 262144, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 262144}}",0,Codestral 2411 Rc5,codestral-2411-rc5,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 262144}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0812e6f-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official codestral-2501 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 262144, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 262144}}",0,Codestral 2412,codestral-2412,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 262144}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e083806b-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official codestral-2501 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 262144, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 262144}}",0,Codestral 2,codestral-2501,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 262144}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2025-01-13 00:00:00
